AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
113,17.46622503,1973.683428,Standard,Credit card,Yes,Both,Yes,Mobile,36.2417232,135.7144252,1,Action,2.536217724,7,Male,1,No,No,NPVAKMGKAO,0
9,17.23482616,155.1134354,Premium,Mailed check,No,Movies,No,Mobile,38.52658875,148.256372,6,Action,1.912801817,7,Male,20,No,Yes,WAI2RO8VPG,0
54,13.98507793,755.1942084,Standard,Credit card,No,Movies,No,Mobile,30.27557761,109.4544768,8,Fantasy,3.377935307,1,Female,1,Yes,No,VJB4RZ7SRT,0
55,8.273633775,455.0498576,Basic,Bank transfer,No,TV Shows,Yes,TV,3.217595954,83.3381182,28,Drama,4.631067391,5,Male,7,No,No,FOE7GGT5PY,0
36,13.12656866,472.5564719,Standard,Bank transfer,No,Movies,No,Computer,38.0000181,22.36710074,34,Comedy,4.066307395,3,Female,1,Yes,Yes,KQI6R993BO,0
28,14.54019526,407.1254673,Basic,Bank transfer,Yes,TV Shows,No,TV,39.80104308,23.62627133,49,Drama,1.389180697,7,Female,22,Yes,Yes,2R51L0R1PO,0
38,10.29487179,391.205128,Basic,Bank transfer,No,Movies,No,Tablet,36.31182361,60.82725855,41,Sci-Fi,4.959389908,2,Female,6,No,Yes,8QSADF30YX,0
6,12.86660222,77.19961332,Standard,Electronic check,No,Both,No,TV,27.39113454,126.0900264,18,Drama,1.434299461,4,Male,11,Yes,No,M8IPRT6JN2,0
72,7.063550717,508.5756516,Premium,Bank transfer,No,TV Shows,No,Tablet,9.758903713,15.84878192,19,Action,1.730730424,2,Female,2,No,No,G133UFPE2D,0
31,14.18732725,439.8071448,Standard,Credit card,No,Both,Yes,Tablet,33.4265963,110.8085463,13,Fantasy,3.197106513,4,Male,1,No,Yes,K6KX4YH4RK,0
106,7.287190685,772.4422126,Premium,Electronic check,Yes,Both,Yes,Mobile,22.45110803,10.77252345,47,Sci-Fi,1.842832619,7,Female,10,Yes,No,04680J4T9T,0
30,17.60421147,528.1263441,Basic,Credit card,Yes,Movies,Yes,Mobile,17.27313609,151.6217096,14,Comedy,2.675496946,6,Male,6,Yes,No,EJ206ZBVA0,0
71,18.45949074,1310.623842,Premium,Bank transfer,Yes,Both,Yes,Computer,18.02923695,131.7576193,24,Comedy,2.121323088,2,Female,22,No,No,K2AADV00QX,0
112,14.2638652,1597.552902,Premium,Credit card,Yes,TV Shows,No,Computer,25.69740215,112.1666014,43,Action,2.936833058,9,Male,1,Yes,Yes,HBSYADEAP9,0
98,7.145325221,700.2418717,Premium,Bank transfer,Yes,TV Shows,Yes,Tablet,36.07345219,143.6625597,21,Drama,3.545198154,5,Female,6,No,Yes,MPVK785F93,0
4,9.626183679,38.50473471,Basic,Electronic check,No,Both,Yes,Tablet,28.6145448,6.632690099,30,Fantasy,2.136319753,3,Male,18,No,No,9TX7R8BPV7,0
50,18.16802224,908.4011118,Premium,Mailed check,Yes,Movies,Yes,Mobile,6.626214568,72.2780805,20,Fantasy,4.118254888,7,Female,22,No,Yes,UCQCVZSNR9,0
83,15.79896353,1311.313973,Premium,Electronic check,No,Movies,No,TV,23.12772837,,36,Fantasy,3.085300257,8,Male,4,Yes,Yes,QLCCQWDX2U,1
79,6.56729475,518.8162852,Premium,Bank transfer,Yes,TV Shows,Yes,Mobile,35.94817825,132.1467311,15,Drama,4.2185046,7,Female,20,Yes,Yes,YJPHHQTDAJ,0
108,15.80795313,1707.258938,Basic,Mailed check,Yes,Both,Yes,Computer,6.159481086,170.3342698,34,Fantasy,3.804970733,0,Female,11,Yes,Yes,YXFPV1N90B,0
20,18.83600818,376.7201636,Premium,Bank transfer,Yes,Both,Yes,Computer,39.45201673,8.62054843,24,Fantasy,2.707332262,9,Male,8,No,Yes,TVUPLDVX2F,1
13,16.62605426,216.1387054,Premium,Electronic check,No,Movies,No,Computer,9.344196493,108.9724634,4,Comedy,2.970850571,5,Female,13,No,No,IBFMN8VYHU,1
,6.819683911,402.3613507,Standard,Mailed check,Yes,TV Shows,No,Mobile,7.10873819,176.9774503,43,Comedy,4.902615926,8,Female,3,No,Yes,7IKS3EU79U,0
82,6.938159468,568.9290764,Premium,Electronic check,No,Movies,Yes,TV,15.12125789,39.02779374,43,Sci-Fi,3.937301399,1,Female,12,No,Yes,A8HO1UL3QY,0
84,5.359801834,450.223354,Standard,Bank transfer,No,TV Shows,Yes,TV,23.1206786,116.62843,27,Drama,1.788812978,4,Female,22,No,No,KFXP9E0IUO,0
,13.70300337,1109.943273,Standard,Bank transfer,Yes,TV Shows,No,TV,9.445613834,81.83158493,23,Comedy,1.926107095,3,Female,14,No,Yes,9SY1QUM1SR,0
49,19.07302767,934.5783556,Premium,Electronic check,No,TV Shows,No,Computer,36.18252973,44.61487722,13,Action,4.049538729,0,Female,9,No,Yes,MFKSV38R9U,0
56,19.29692535,1080.62782,Basic,Mailed check,Yes,Both,No,Tablet,7.793336472,122.5424376,10,Sci-Fi,4.793539181,2,Female,14,Yes,No,PR3H8U0KWW,0
106,5.737070504,608.1294734,Standard,Electronic check,Yes,Movies,No,Tablet,12.15211197,51.66739214,37,Sci-Fi,2.108047279,2,Female,10,Yes,No,48M7HCEH1Q,0
99,13.74687323,1360.94045,Standard,Mailed check,No,Both,Yes,Computer,2.90748432,102.6349236,20,Drama,1.47568834,6,Female,8,No,No,FRWZPQ6NAR,0
19,7.566947723,143.7720067,Standard,Mailed check,No,Both,Yes,Mobile,22.98715324,111.1542707,19,Comedy,2.837142242,4,Male,23,Yes,No,P315FCP9M2,0
80,19.89773724,1591.81898,Basic,Mailed check,No,Both,No,Mobile,36.52758436,5.746018882,13,Comedy,3.707692434,0,Male,11,Yes,Yes,HPPQ3XS5Z8,0
116,13.24490654,1536.409158,Standard,Mailed check,No,Both,No,Computer,7.79063303,53.76814684,39,Action,1.444600782,3,Female,7,Yes,Yes,UMC8NOJQCV,0
87,6.493618227,564.9447857,Premium,Bank transfer,Yes,TV Shows,No,Mobile,8.018671971,,18,Sci-Fi,2.226099518,5,Male,1,No,Yes,ZC4U1ABLNZ,1
93,19.22104107,1787.55682,Standard,Credit card,Yes,Movies,Yes,Mobile,26.09175867,165.5241702,45,Action,3.32566966,7,Male,1,No,Yes,V0NF1V6DM4,0
54,9.235876,498.737304,Standard,Mailed check,Yes,TV Shows,Yes,Tablet,11.25036441,105.205656,16,Comedy,2.97516697,0,Male,7,Yes,No,FJ9HNI415O,0
65,17.29663332,1124.281166,Premium,Credit card,No,Movies,Yes,Tablet,1.95294661,156.4669533,42,Sci-Fi,1.179568405,3,Male,14,No,No,8IWSWVK9QI,0
80,7.677300534,614.1840427,Premium,Mailed check,No,Both,No,Computer,24.65349312,83.4432509,37,Sci-Fi,4.406618744,0,Female,8,No,Yes,1E19UGQ6F9,0
,17.87934878,2020.366412,Standard,Credit card,Yes,Movies,Yes,TV,9.29613694,17.52750845,30,Comedy,2.895551036,2,Male,7,Yes,No,59DHQLVIVS,0
77,14.73765261,1134.799251,Basic,Electronic check,Yes,Both,No,Mobile,2.777200357,154.0786146,28,Comedy,2.156989378,5,Male,8,No,No,AKOZ2JNEXT,0
66,19.10218068,1260.743925,Basic,Bank transfer,Yes,Movies,No,Mobile,13.99924461,,9,Comedy,2.886502579,3,Female,7,Yes,Yes,O1D3NI2N2E,1
12,19.01934362,228.2321234,Standard,Credit card,Yes,TV Shows,No,TV,,118.6828641,41,Drama,1.925782418,0,Female,10,No,Yes,MNV1KAT63X,0
,13.49327901,1011.995926,Standard,Electronic check,Yes,Both,No,TV,,26.3102416,1,Fantasy,2.734053215,7,Female,19,No,Yes,C1IMIDOA5C,1
36,11.29906507,406.7663424,Premium,Credit card,No,Both,Yes,Tablet,10.15089514,141.0052173,29,Comedy,3.392843113,2,Female,6,Yes,No,3M205LTJDE,0
57,11.64878369,663.9806703,Premium,Credit card,No,Both,No,TV,34.38995528,124.3305176,8,Fantasy,2.010682307,8,Male,13,Yes,No,UJ3FKH6C13,1
52,9.381710109,487.8489257,Standard,Bank transfer,Yes,Movies,Yes,Mobile,23.72785594,120.7675935,24,Action,3.928125954,5,Male,2,Yes,No,3WEZEQCLJB,0
90,18.13986857,1632.588171,Standard,Bank transfer,No,TV Shows,Yes,Mobile,25.66493513,148.1509565,6,Drama,2.368251017,9,Female,17,No,Yes,9O9K1ATV0X,0
15,5.233922314,78.5088347,Basic,Mailed check,No,Movies,No,Tablet,14.33422664,170.5709765,42,Comedy,1.422300345,8,Male,6,No,No,DHFKW0H09W,0
,18.10792322,90.5396161,Premium,Bank transfer,Yes,TV Shows,Yes,Computer,3.752114944,148.1107476,34,Action,1.192190892,4,Female,24,Yes,Yes,ROV4Q9FJ08,0
15,14.96479915,224.4719872,Basic,Mailed check,No,Both,No,TV,27.00313205,97.18907623,11,Drama,3.634699627,3,Female,7,No,No,F1EMMGR1FE,1
96,16.47029166,1581.147999,Standard,Electronic check,Yes,Movies,No,Mobile,3.321423193,26.76260714,1,Comedy,2.521413818,0,Female,2,No,Yes,CPP3076ROP,0
85,10.99056445,934.1979783,Standard,Electronic check,Yes,Both,No,Tablet,5.539175556,55.62347351,1,Action,4.212434732,1,Female,9,Yes,Yes,774MPCT2Z3,1
114,11.08964959,1264.220053,Premium,Credit card,Yes,TV Shows,Yes,Tablet,6.839596513,89.40068478,9,Sci-Fi,4.489949409,6,Male,3,No,Yes,NPKWX1754O,0
80,8.969926303,717.5941042,Premium,Credit card,Yes,Movies,Yes,TV,37.06228267,143.9901733,38,Action,2.438092975,1,Female,3,Yes,No,HX45R2MCTM,0
114,11.74710697,1339.170195,Basic,Electronic check,Yes,Movies,No,Mobile,22.4043479,105.5836155,18,Comedy,3.18903429,0,Male,16,No,No,JIYUFLQMOB,0
40,14.81102731,592.4410923,Basic,Credit card,No,Movies,Yes,Computer,34.43387232,,33,Sci-Fi,2.821504705,4,Male,6,No,Yes,798CZBY0C3,0
,8.918263191,972.0906878,Basic,Bank transfer,Yes,Movies,Yes,Tablet,,57.47642855,39,Action,2.312599445,3,Female,6,Yes,Yes,JZ10882863,0
,8.056678573,241.7003572,Standard,Credit card,No,Both,No,Tablet,29.7187958,125.2713464,34,Drama,4.76137637,7,Male,18,No,Yes,YWC85BVK19,0
69,19.78374178,1365.078183,Premium,Bank transfer,Yes,Both,No,Tablet,17.20254945,84.85978616,29,Action,3.40217048,2,Female,12,No,No,W2Z2CBSX1D,0
46,10.05015953,462.3073386,Basic,Electronic check,Yes,Movies,Yes,Computer,6.867323052,120.9624434,23,Comedy,3.47700192,1,Male,5,Yes,No,WN5YYMBHRA,1
68,16.78845836,1141.615169,Premium,Electronic check,No,Both,No,TV,9.738294187,164.5884498,31,Sci-Fi,3.195931358,6,Female,23,No,Yes,DFR12PVCTM,0
71,13.77201261,977.8128954,Premium,Credit card,Yes,TV Shows,No,Computer,19.25249509,60.90620847,6,Fantasy,3.299181437,7,Male,16,Yes,No,DX58VW2333,0
60,9.201130613,552.0678368,Premium,Credit card,No,Movies,No,Mobile,,35.04754179,11,Action,3.235401868,9,Female,12,No,No,0R3ADXZQ56,1
